fideid,name,country,sex,title,w_title,o_title,foa_title,standart_rating,rapid_rating,blitz_rating,birthday,flag,IM,IM_year,WFM,WFM_year,WCM,WCM_year,GM,GM_year,WIM,WIM_year,FM,FM_year,CM,CM_year,WGM,WGM_year,WH,WH_year
708020,"Acs, Peter",HUN,M,GM,N/A,N/A,N/A,2573,2486,2537,1981,N/A,False,0,False,0,False,0,True,1998,False,0,False,0,False,0,False,0,False,0
1209590,"Acsinte, Matei-Ionut",ROU,M,FM,N/A,N/A,N/A,2219,2131,2106,1999,i,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0,False,0
2221675,"Acuna Celada, Ivan",ESP,M,CM,N/A,N/A,N/A,2131,0,2127,1981,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
727709,"Aczel, Gergely",HUN,M,GM,N/A,N/A,N/A,2482,2493,2388,1991,N/A,True,2013,False,0,False,0,True,2018,False,0,False,0,False,0,False,0,False,0
406252,"Adair, James R",ENG,M,IM,N/A,N/A,N/A,2440,2349,2412,1992,i,True,2014,False,0,False,0,False,0,False,0,True,2012,False,0,False,0,False,0
165883,"Adam, Ernestina",ARG,F,WFM,WFM,N/A,N/A,2249,1914,2009,2009,w,False,0,True,2023,True,2018,False,0,False,0,False,0,False,0,False,0,False,0
12200620,"Adam, Jamal",CHA,M,CM,N/A,N/A,N/A,2015,2059,2072,1979,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2012,False,0,False,0
2630958,"Adam, Rafael",CAN,M,CM,N/A,N/A,N/A,2188,2001,2061,2007,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
2603896,"Adam, Valerian",CAN,M,IM,N/A,N/A,N/A,2404,0,0,1937,i,True,2009,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
1187570,"Adamczyk, Zuzanna",POL,F,WCM,WCM,N/A,N/A,1999,1901,1920,2004,w,False,0,False,0,True,2020,False,0,False,0,False,0,False,0,False,0,False,0
315702,"Adamek, Jiri",CZE,M,FM,N/A,N/A,N/A,2255,2306,2271,1986,N/A,False,0,False,0,False,0,False,0,False,0,True,2012,False,0,False,0,False,0
1134043,"Adamowicz, Katarzyna",POL,F,WFM,WFM,N/A,N/A,2069,2094,2044,1993,w,False,0,True,2009,False,0,False,0,False,0,False,0,False,0,False,0,False,0
401137,"Adams, James B",ENG,M,FM,N/A,N/A,N/A,2300,0,0,1947,i,False,0,False,0,False,0,False,0,False,0,True,2014,False,0,False,0,False,0
400041,"Adams, Michael",ENG,M,GM,N/A,N/A,N/A,2664,2628,2700,1971,N/A,True,1987,False,0,False,0,True,1989,False,0,False,0,False,0,False,0,False,0
14311372,"Adams, Seth-Riley",RSA,M,CM,N/A,N/A,N/A,1900,0,0,2003,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2013,False,0,False,0
1101439,"Adamski, Andrzej",POL,M,IM,N/A,N/A,N/A,2275,0,0,1939,i,True,1980,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
1100190,"Adamski, Jan",POL,M,IM,N/A,N/A,N/A,2051,2047,1963,1943,N/A,True,1976,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
2009730,"Adamson, Robby",USA,M,FM,N/A,N/A,N/A,2225,2225,2297,1970,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
2292726,"Adan Bermudez, Sergio",ESP,M,FM,N/A,N/A,N/A,2291,2364,2328,1992,N/A,False,0,False,0,False,0,False,0,False,0,True,2012,False,0,False,0,False,0
3514781,"Adan Sosa, Orlando",FID,M,FM,N/A,N/A,N/A,2326,0,0,1981,i,False,0,False,0,False,0,False,0,False,0,True,2009,False,0,False,0,False,0
35061984,Adarsh Tripathi,IND,M,IM,N/A,N/A,N/A,2369,2260,0,2005,N/A,True,2024,False,0,False,0,False,0,False,0,True,2022,False,0,False,0,False,0
3406512,"Adasme Fredes, Mauricio",CHI,M,CM,N/A,N/A,N/A,1999,2062,1987,1986,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2020,False,0,False,0
3508269,"Addines Aguiar, Yensil",CUB,F,WFM,WFM,N/A,N/A,2050,0,0,1983,wi,False,0,True,2004,False,0,False,0,False,0,False,0,False,0,False,0,False,0
8500282,"ADEBAYO, Adegboyega Joel",NGR,M,FM,N/A,N/A,N/A,2273,0,2288,1974,i,False,0,False,0,False,0,False,0,False,0,True,2009,False,0,False,0,False,0
15700631,"Adebo, Muhaba Detamo",ETH,M,CM,N/A,N/A,N/A,1950,0,0,1988,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0
2207885,"Adel Lahchaichi, Oussama",ESP,M,FM,N/A,N/A,N/A,2262,2280,2225,1978,N/A,False,0,False,0,False,0,False,0,False,0,True,2007,False,0,False,0,False,0
10616764,"Adel, Sara",EGY,F,WFM,WFM,NA,N/A,1880,1971,1974,2003,w,False,0,True,2013,True,2012,False,0,False,0,False,0,False,0,False,0,False,0
8500193,"Adelaja, Abimbola",NGR,M,FM,N/A,N/A,N/A,2167,0,0,1968,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
2003597,"Adelman, Charles",USA,M,FM,N/A,N/A,N/A,2268,0,0,1965,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
8501238,"Adesina, Adeyinka",NGR,M,FM,N/A,N/A,N/A,2122,2169,2171,1981,i,False,0,False,0,False,0,False,0,False,0,True,2019,True,2012,False,0,False,0
30966396,"Adewumi, Tanitoluwa",USA,M,FM,N/A,N/A,N/A,2352,2361,2418,2010,N/A,False,0,False,0,False,0,False,0,False,0,True,2021,False,0,False,0,False,0
5018471,"Adhiban, B.",IND,M,GM,N/A,N/A,N/A,2555,2503,2567,1992,N/A,True,2008,False,0,False,0,True,2010,False,0,False,0,False,0,False,0,False,0
8201200,"Adhin, Anviti",SUR,F,WCM,WCM,N/A,N/A,1802,0,1774,1999,wi,False,0,False,0,True,2014,False,0,False,0,False,0,False,0,False,0,False,0
4800079,"Adil, Ali Jalal",IRQ,M,FM,N/A,N/A,N/A,2068,2194,2112,1952,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
25647709,Adireddy Arjun,IND,M,FM,N/A,N/A,N/A,2327,2141,1910,2010,N/A,False,0,False,0,False,0,False,0,False,0,True,2023,True,2023,False,0,False,0
45078734,Adithya A Chullikkad,IND,M,CM,N/A,N/A,N/A,2166,1910,1998,2008,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0
5020506,Adithya Bala,USA,M,FM,N/A,N/A,N/A,2292,0,2347,1991,i,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0,False,0
35042025,Aditya Mittal,IND,M,GM,N/A,N/A,N/A,2550,2440,2431,2006,N/A,True,2019,False,0,False,0,True,2023,False,0,False,0,True,2014,False,0,False,0
45066183,Aditya Varun Gampa,IND,M,FM,N/A,N/A,N/A,2179,2183,2323,2006,N/A,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0,False,0
45058962,Aditya Vikram Paul,IND,M,FM,N/A,N/A,N/A,2394,2287,2261,2007,i,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0,False,0
100072,"Adla, Diego",ARG,M,IM,N/A,N/A,N/A,2390,2422,2377,1968,N/A,True,1990,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
1300563,"Adler, Joel",SUI,M,FM,N/A,N/A,N/A,2229,0,2291,1965,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
4103580,"Adler, Viktor",USA,M,IM,N/A,N/A,N/A,2377,0,0,1947,i,True,1996,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
10601619,"Adly, Ahmed",EGY,M,GM,N/A,FT,N/A,2597,2532,2600,1987,i,True,2001,False,0,False,0,True,2005,False,0,False,0,False,0,False,0,False,0
1019716,"Admiraal, Miguoel",NED,M,IM,N/A,N/A,N/A,2453,2449,2431,1994,N/A,True,2015,False,0,False,0,False,0,False,0,True,2012,False,0,False,0,False,0
11202270,"Adnan, Habib",CAN,M,CM,N/A,N/A,N/A,2190,2110,2110,2001,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2019,False,0,False,0
4800303,"Adnan,Habib Hana",IRQ,M,CM,N/A,N/A,N/A,2220,0,0,1968,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2010,False,0,False,0
1502433,"Adnoy, Hallvard V.",NOR,M,FM,N/A,N/A,N/A,2292,2243,2202,1978,N/A,False,0,False,0,False,0,False,0,False,0,True,2009,False,0,False,0,False,0
1201905,"Adoamnei, Roxana-Antonela",ROU,F,WFM,WFM,N/A,N/A,1961,1891,1962,1964,wi,False,0,True,2011,False,0,False,0,False,0,False,0,False,0,False,0,False,0
7910606,"Adrar, Sofiane",ALG,M,FM,N/A,N/A,N/A,1797,1800,1809,2002,i,False,0,False,0,False,0,False,0,False,0,True,2015,False,0,False,0,False,0
601071,"Adrian, Claude",FRA,M,IM,N/A,N/A,N/A,2151,2148,2028,1963,N/A,True,2001,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
11400234,"Adricula, Noel A",FIJ,M,CM,N/A,N/A,N/A,1779,1787,1815,1958,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2013,False,0,False,0
12600750,"Adu Jnr, Lionel",GHA,M,CM,N/A,N/A,N/A,1854,1918,1855,1984,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0
8500258,"ADU, Oladapo",NGR,M,IM,N/A,SI,N/A,2060,2330,2238,1971,N/A,True,1999,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
12600598,"Adu-Poku, Kwabena",GHA,M,CM,N/A,N/A,N/A,1993,1903,1920,1996,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0
5820391,"Advait, Bagri",SGP,M,CM,N/A,N/A,N/A,2118,2018,1996,2005,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0
6000240,"Ady, Jonathan J.",HKG,M,FM,N/A,N/A,N/A,2358,0,2326,1959,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
723886,"Adzic, Slobodan",SUI,M,FM,N/A,N/A,N/A,2013,2031,2010,1957,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
8506191,"Adzua, Geoffrey",NGR,M,FM,N/A,SI,N/A,1971,0,0,1978,i,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0,False,0
4628306,"Aepfler, Christian",GER,M,FM,N/A,N/A,N/A,2145,2133,2206,1972,N/A,False,0,False,0,False,0,False,0,False,0,True,2007,False,0,False,0,False,0
1308220,"Aeschbach, Philipp",SUI,M,FM,N/A,N/A,N/A,2236,0,2241,1992,N/A,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0,False,0
24183555,"Afanasiev, Nikita",RUS,M,GM,N/A,N/A,N/A,2528,2546,2535,2000,N/A,True,2019,False,0,False,0,True,2020,False,0,True,2014,False,0,False,0,False,0
4128257,"Afanasiev, Vadim",RUS,M,FM,N/A,N/A,N/A,2138,2155,2156,1978,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
34126926,"Afanasieva, Alexandra",RUS,F,WFM,WFM,NA,N/A,1882,1939,1819,2003,w,False,0,True,2016,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4140850,"Afanasieva, Oksana",RUS,F,WFM,WFM,N/A,N/A,2139,0,0,1980,wi,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
2800462,"Afek, Yochanan",ISR,M,IM,N/A,N/A,N/A,2219,2250,2128,1952,N/A,True,1993,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
10600019,"Afifi, Assem",EGY,M,IM,N/A,N/A,N/A,2272,0,0,1947,i,True,1985,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
10100334,"Afonso, Flora",ANG,F,WCM,WCM,N/A,N/A,2050,0,0,1976,wi,False,0,False,0,True,2013,False,0,False,0,False,0,False,0,False,0,False,0
20654383,"Afraoui, Anaelle",FRA,F,WFM,WFM,N/A,N/A,2148,2008,2026,1999,w,False,0,True,2018,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4157770,"Afromeev, Vladimir",RUS,M,FM,N/A,N/A,N/A,2603,0,2623,1954,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
12509892,"Afshar, Niusha",IRI,F,WCM,WCM,N/A,N/A,1966,1945,1917,1994,wi,False,0,False,0,True,2017,False,0,False,0,False,0,False,0,False,0,False,0
12501263,"Afshari, Mohammadreza",IRI,M,FM,N/A,FT,N/A,2079,2029,1987,1974,i,False,0,False,0,False,0,False,0,False,0,True,2006,False,0,False,0,False,0
733466,"Ag, Norbert Dr.",HUN,M,FM,N/A,N/A,N/A,2310,2359,2340,1987,N/A,False,0,False,0,False,0,False,0,False,0,True,2012,False,0,False,0,False,0
13900129,"Agababean, Naira",MDA,F,WGM,WGM,N/A,N/A,2161,2121,2028,1951,wi,False,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1998,False,0
1127586,"Agacinski, Tadeusz",POL,M,CM,N/A,N/A,N/A,1680,1969,0,1965,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2005,False,0,False,0
13902199,"Agafii, Victor",MDA,M,FM,N/A,N/A,N/A,2260,2160,2074,1989,i,False,0,False,0,False,0,False,0,False,0,True,2006,False,0,False,0,False,0
14005930,"Agajanova, Meryem",TKM,F,WCM,WCM,N/A,N/A,2005,1884,1946,2006,w,False,0,False,0,True,2024,False,0,False,0,False,0,False,0,False,0,False,0
4154258,"Agapov, Sergey",RUS,M,FM,N/A,N/A,N/A,2265,2130,2143,1963,i,False,0,False,0,False,0,False,0,False,0,True,2012,False,0,False,0,False,0
13401718,"Agaragimov, Djakhangir",AZE,M,GM,N/A,FT,N/A,2502,0,0,1986,i,False,0,False,0,False,0,True,2014,False,0,True,2007,False,0,False,0,False,0
13314823,"Agasarov, Benik",ARM,M,FM,N/A,N/A,N/A,2387,2224,2274,2009,N/A,False,0,False,0,False,0,False,0,False,0,True,2023,True,2021,False,0,False,0
16400216,Agbor Ebot John,CMR,M,FM,N/A,N/A,N/A,1978,0,0,1981,i,False,0,False,0,False,0,False,0,False,0,True,2015,False,0,False,0,False,0
6352260,"Agdelen, Huseyin Can",TUR,M,IM,N/A,N/A,N/A,2416,0,0,1999,N/A,True,2024,False,0,False,0,False,0,False,0,True,2016,False,0,False,0,False,0
1500201,"Agdestein, Espen",NOR,M,FM,N/A,N/A,N/A,2372,0,0,1965,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
1500015,"Agdestein, Simen",NOR,M,GM,N/A,N/A,N/A,2564,2468,2426,1967,N/A,True,1983,False,0,False,0,True,1985,False,0,False,0,False,0,False,0,False,0
4105222,"Ageichenko, Genadi A",RUS,M,IM,N/A,N/A,N/A,2216,2217,2116,1941,i,True,2011,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4213220,"Aggelis, Nikolaos",GRE,M,FM,N/A,N/A,N/A,2289,2246,2174,1992,N/A,False,0,False,0,False,0,False,0,False,0,True,2009,False,0,False,0,False,0
13302540,"Aghabekian, Liana",LUX,F,WIM,WIM,N/A,N/A,2162,2188,0,1986,w,False,0,False,0,False,0,False,0,True,2011,False,0,False,0,False,0,False,0
13400215,"Aghamaliyev, Cemil",TUR,M,GM,N/A,N/A,N/A,2486,0,0,1974,i,True,1993,False,0,False,0,True,2002,False,0,False,0,False,0,False,0,False,0
13302841,"Aghasaryan, Robert",ARM,M,GM,N/A,N/A,N/A,2537,2466,2471,1994,i,False,0,False,0,False,0,True,2014,False,0,True,2004,False,0,False,0,False,0
13402854,"Aghasiyev, Kamal",AZE,M,IM,N/A,FT,N/A,2441,2308,2150,1988,i,True,2014,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
13402374,"Aghasiyeva, Fidan",AZE,F,WIM,WIM,N/A,N/A,2169,2069,2069,1987,wi,False,0,True,2009,False,0,False,0,True,2018,False,0,False,0,False,0,False,0
13452509,"Aghaverdiyeva, Maryam",AZE,F,WCM,WCM,N/A,N/A,2031,1927,1792,2010,w,False,0,False,0,True,2025,False,0,False,0,False,0,False,0,False,0,False,0
818070,"Aghayev, Miragha",ITA,M,IM,N/A,N/A,N/A,2419,2429,2351,1993,N/A,True,2017,False,0,False,0,False,0,False,0,True,2013,False,0,False,0,False,0
13402048,"Aghayev, Nijat",AZE,M,IM,N/A,N/A,N/A,2319,2307,2350,1990,i,True,2013,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4901606,"Agibileg, Uurtsaikh",MGL,M,IM,N/A,N/A,N/A,2392,2311,2328,2001,N/A,True,2020,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
13300628,"Aginian, Nelly",ARM,F,WGM,WGM,N/A,N/A,2207,0,0,1981,wi,False,0,False,0,False,0,False,0,True,2001,False,0,False,0,True,2005,False,0
13708309,"Agmanov, Zhandos",KAZ,M,IM,N/A,N/A,N/A,2469,2391,2456,2000,N/A,True,2019,False,0,False,0,False,0,False,0,True,2016,False,0,False,0,False,0
10100180,"Agnelo, Amorim",ANG,M,IM,N/A,N/A,N/A,2068,2073,2081,1977,N/A,True,1998,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
501840,"Agopov, Mikael",FIN,M,IM,N/A,N/A,N/A,2424,2359,0,1978,N/A,True,1999,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
10100571,"Agostinho, Tito Andre Quiela",ANG,M,CM,N/A,N/A,N/A,2048,2033,1987,1978,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2013,False,0,False,0
5001048,"Agrawal, Kiran",IND,F,WFM,WFM,N/A,N/A,2026,0,0,1959,wi,False,0,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
1705024,"Agrest, Evgenij",SWE,M,GM,N/A,N/A,N/A,2553,2561,2536,1966,i,True,1991,False,0,False,0,True,1997,False,0,False,0,False,0,False,0,False,0
1708830,"Agrest, Inna",SWE,F,WIM,WIM,N/A,N/A,2159,2236,2165,1991,w,False,0,False,0,False,0,False,0,True,2009,False,0,False,0,False,0,False,0
1705032,"Agrest, Svetlana",SWE,F,WIM,WIM,N/A,N/A,2177,2226,0,1966,wi,False,0,False,0,False,0,False,0,True,1999,False,0,False,0,False,0,False,0
24538256,"Aguado Doncel, Pablo Luis",ESP,M,FM,N/A,N/A,N/A,2284,2045,2009,2006,N/A,False,0,False,0,False,0,False,0,False,0,True,2024,True,2024,False,0,False,0
4443578,"Agudelo Pineres, Oscar Marino",COL,M,CM,N/A,N/A,N/A,1913,1942,1921,1976,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0
4400062,"Agudelo, Antonio",COL,M,FM,N/A,N/A,N/A,2204,2222,2203,1954,i,False,0,False,0,False,0,False,0,False,0,True,2013,False,0,False,0,False,0
4427564,"Agudelo, Pedro Luis",COL,M,CM,N/A,N/A,N/A,1966,2107,2177,1998,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2020,False,0,False,0
2204169,"Aguera Naredo, Javier",ESP,M,IM,N/A,N/A,N/A,2292,2325,2378,1973,N/A,True,2019,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
3508455,"Aguero Jimenez, Luis Lazaro",CUB,M,GM,N/A,N/A,N/A,2479,2434,2403,1991,N/A,True,2009,False,0,False,0,True,2019,False,0,True,2008,False,0,False,0,False,0
617636,"Aguettaz, Maxime",FRA,M,IM,N/A,N/A,N/A,2402,2432,0,1984,i,True,2007,False,0,False,0,False,0,False,0,True,2005,False,0,False,0,False,0
10100911,"Aguiar, Cristiano",ANG,M,FM,N/A,N/A,N/A,2162,2149,2149,1997,i,False,0,False,0,False,0,False,0,False,0,True,2014,False,0,False,0,False,0
101044,"Aguila, Gustavo",ARG,M,FM,N/A,N/A,N/A,2157,2185,2122,1960,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
5115558,"Aguilar Austria, Silja",MEX,F,WCM,WCM,N/A,N/A,1842,0,0,1992,wi,False,0,False,0,True,2013,False,0,False,0,False,0,False,0,False,0,False,0
3829316,"Aguilar Oblitas, Yadhira",PER,F,WCM,WCM,N/A,N/A,1803,1802,1767,2006,w,False,0,False,0,True,2017,False,0,False,0,False,0,False,0,False,0,False,0
113514,"Aguilar, Andres",ARG,M,FM,N/A,N/A,N/A,2282,2216,2262,1985,N/A,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0,False,0
3800091,"Aguilar, Juan",PER,M,FM,N/A,N/A,N/A,2254,0,0,1954,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
3303187,"Aguilar, Luis Miguel",BOL,M,FM,N/A,N/A,N/A,2195,0,2095,1999,i,False,0,False,0,False,0,False,0,False,0,True,2016,True,2015,False,0,False,0
3300650,"Aguilar, Pedro",BOL,M,CM,N/A,N/A,N/A,1865,1959,1886,1987,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0
3512991,"Aguilera Rodriguez, Alfredo R.",CUB,M,FM,N/A,N/A,N/A,2358,0,0,1993,N/A,False,0,False,0,False,0,False,0,False,0,True,2010,False,0,False,0,False,0
3632644,"Aguirre Burgos,Flavio Jose",ECU,M,CM,N/A,N/A,N/A,1922,0,1862,2004,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2018,False,0,False,0
3412776,"Aguirre Contreras, Cristian",CHI,M,FM,N/A,N/A,N/A,2177,2125,2146,1996,N/A,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0,False,0
14309580,"Agulhas, Keegan",RSA,M,FM,N/A,N/A,N/A,1939,1998,1996,2000,N/A,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0,False,0
14307294,"Agulhas, Tiffany",RSA,F,WCM,WCM,N/A,N/A,1768,0,0,1995,wi,False,0,False,0,True,2013,False,0,False,0,False,0,False,0,False,0,False,0
8500010,"Agusto, Obafunmilayo",NGR,M,FM,N/A,N/A,N/A,2148,0,2186,1961,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
2300230,"Agustsson, Johannes",ISL,M,FM,N/A,N/A,N/A,2315,0,0,1966,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
9700552,"Ah-Kye, Benitot Emmanuel",MRI,M,CM,N/A,N/A,N/A,1795,0,1561,1985,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
2800683,"Aharon, Ofir",ISR,M,FM,N/A,N/A,N/A,2258,2167,2147,1990,N/A,False,0,False,0,False,0,False,0,False,0,True,2011,False,0,False,0,False,0
2814501,"Aharonovich, Itamar",ISR,M,FM,N/A,N/A,N/A,2327,2229,2265,1998,N/A,False,0,False,0,False,0,False,0,False,0,True,2016,False,0,False,0,False,0
14320231,"Ahjum, Savannah",RSA,F,WCM,WCM,N/A,N/A,1624,1674,1652,2006,w,False,0,False,0,True,2015,False,0,False,0,False,0,False,0,False,0,False,0
9313338,Ahlam Rashed,UAE,F,WFM,WFM,N/A,N/A,1934,1769,1772,2006,w,False,0,True,2024,False,0,False,0,True,2025,False,0,False,0,False,0,False,0
1700251,"Ahlander, Bjorn",SWE,M,IM,N/A,FI,N/A,2387,2429,0,1963,N/A,True,2000,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
4800443,"Ahmad, Abdul Khaliq",IRQ,M,FM,N/A,N/A,N/A,2222,0,0,1963,i,False,0,False,0,False,0,False,0,False,0,True,2007,False,0,False,0,False,0
8103178,"Ahmad, Al Khatib",JOR,M,GM,N/A,N/A,N/A,2279,2164,2193,1995,N/A,True,2015,False,0,False,0,True,2023,False,0,True,2015,False,0,False,0,False,0
13431552,"Ahmad, Khagan",AZE,M,IM,N/A,N/A,N/A,2406,2265,2290,2011,N/A,True,2024,False,0,False,0,False,0,False,0,True,2023,False,0,False,0,False,0
12501891,"Ahmadinia, Ebrahim",IRI,M,IM,N/A,N/A,N/A,2426,2352,2352,1986,N/A,True,2011,False,0,False,0,False,0,False,0,True,2009,False,0,False,0,False,0
13413007,"Ahmadzada, Ahmad",AZE,M,GM,N/A,N/A,N/A,2543,2414,2362,2004,N/A,True,2019,False,0,False,0,True,2023,False,0,True,2017,True,2014,False,0,False,0
12200590,Ahmed Hassan,SUD,M,FM,N/A,N/A,N/A,2227,2173,2080,1984,N/A,False,0,False,0,False,0,False,0,False,0,True,2024,True,2014,False,0,False,0
12201588,Ahmed Hassan Ahmed,SUD,M,CM,N/A,N/A,N/A,2050,2011,1992,1982,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2022,False,0,False,0
12200328,"Ahmed Holi Ali, Moawia",SUD,M,CM,N/A,N/A,N/A,1988,2066,1989,1980,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2006,False,0,False,0
10699724,"Ahmed Mohamed, Zakaa",EGY,F,WCM,WCM,N/A,N/A,1839,1994,1805,2013,w,False,0,False,0,True,2024,False,0,False,0,False,0,False,0,False,0,False,0
9401016,"Ahmed, Abdo",YEM,M,FM,N/A,N/A,N/A,0,0,0,1999,N/A,False,0,False,0,False,0,False,0,False,0,True,2009,False,0,False,0,False,0
16700031,"Ahmed, Ashraf",MDV,M,FM,N/A,N/A,N/A,1839,1912,1911,1976,i,False,0,False,0,False,0,False,0,False,0,True,2012,False,0,False,0,False,0
9303677,"Ahmed, Fareed",UAE,M,FM,N/A,N/A,N/A,2122,2013,1924,1998,N/A,False,0,False,0,False,0,False,0,False,0,True,2015,True,2015,False,0,False,0
16700023,"Ahmed, Fuad",MDV,M,CM,N/A,N/A,N/A,1816,0,1830,1975,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2012,False,0,False,0
9301275,"Ahmed, Ishaq",UAE,M,FM,N/A,N/A,N/A,2127,0,0,1989,i,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
4808509,"Ahmed, Jaza Jamal",IRQ,M,IM,N/A,N/A,N/A,2078,2184,2039,2003,N/A,True,2022,False,0,False,0,False,0,False,0,True,2019,True,2018,False,0,False,0
10202021,"Ahmed, Mahtabuddin",BAN,M,CM,N/A,N/A,N/A,2020,2038,2112,1987,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2013,False,0,False,0
4806204,"Ahmed, Qutayba Yunis",IRQ,M,CM,N/A,N/A,N/A,1900,1903,1905,2000,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2017,False,0,False,0
10201564,"Ahmed, Shafiq",BAN,M,CM,N/A,N/A,N/A,2038,2003,2041,1976,N/A,False,0,False,0,False,0,False,0,False,0,False,0,True,2023,False,0,False,0
10200525,"Ahmed, Sheikh Nasir",BAN,M,FM,N/A,N/A,N/A,2162,2158,2264,1975,N/A,False,0,False,0,False,0,False,0,False,0,True,0,False,0,False,0,False,0
2831193,"Ahmed, Walijah",BAN,F,WCM,WCM,N/A,N/A,1970,1882,1850,2003,w,False,0,False,0,True,2020,False,0,False,0,False,0,False,0,False,0,False,0
7900112,"Ahmed-Zaid, Abdelnour",ALG,M,CM,N/A,N/A,N/A,2260,0,0,1959,i,False,0,False,0,False,0,False,0,False,0,False,0,True,2024,False,0,False,0
13201492,"Ahn, Hongjin",KOR,M,IM,N/A,N/A,N/A,2304,2150,2182,1999,N/A,True,2018,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
